ind_csv,pedrego_c1,rocho_c1,relevo_c1,ad_c1,pedrego_c2,rocho_c2,relevo_c2,ad_c2,pedrego_c3,rocho_c3,relevo_c3,ad_c3,pedrego_c4,rocho_c4,relevo_c4,ad_c4,pedrego_c5,rocho_c5,relevo_c5,ad_c5,ad_um,solos_c1,solos_c2,solos_c3,solos_c4,solos_c5,textura_c1,textura_c2,textura_c3,textura_c4,textura_c5,c1_class,escala
LA1,,,plano,1.0859999999999999,,,,0.0,,,,0.0,,,,0.0,,,,0.0,1.0859999999999999,LATOSSOLO AMARELO Distrófico típico,,,,,"média, argilosa",,,,,LATOSSOLO AMARELO Distrófico típico - LA1,Escala: 1:100.000
