ind_csv,pedrego_c1,rocho_c1,relevo_c1,ad_c1,pedrego_c2,rocho_c2,relevo_c2,ad_c2,pedrego_c3,rocho_c3,relevo_c3,ad_c3,pedrego_c4,rocho_c4,relevo_c4,ad_c4,pedrego_c5,rocho_c5,relevo_c5,ad_c5,ad_um,solos_c1,solos_c2,solos_c3,solos_c4,solos_c5,textura_c1,textura_c2,textura_c3,textura_c4,textura_c5,c1_class
CXve 24,pedregosa,rochosa,forte ondulado,0.38800000000000007,,,,0,,,,0,,,,0,,,,0,0.38800000000000007,"CAMBISSOLO, HAPLICO, Ta Eutrofico, tipico",,,,,media,,,,,"CAMBISSOLO, HAPLICO, Ta Eutrofico, tipico - CXve 24"
CXve 25,pedregosa,,forte ondulado,0.679,,,,0,,,,0,,,,0,,,,0,0.679,"CAMBISSOLO, HAPLICO, Ta Eutrofico, tipico",,,,,media,,,,,"CAMBISSOLO, HAPLICO, Ta Eutrofico, tipico - CXve 25"
CXve 27,pedregosa,rochosa,forte ondulado,0.38800000000000007,,,,0,,,,0,,,,0,,,,0,0.38800000000000007,"CAMBISSOLO, HAPLICO, Ta Eutrofico, tipico",,,,,media,,,,,"CAMBISSOLO, HAPLICO, Ta Eutrofico, tipico - CXve 27"
CXve 9,pedregosa,,ondulado,0.679,,,,0,,,,0,,,,0,,,,0,0.679,"CAMBISSOLO, HAPLICO, Ta Eutrofico, tipico",,,,,media,,,,,"CAMBISSOLO, HAPLICO, Ta Eutrofico, tipico - CXve 9"
CXvd 9,pedregosa,,forte ondulado,0.38800000000000007,,,,0,,,,0,,,,0,,,,0,0.38800000000000007,"CAMBISSOLO, HAPLICO, Ta Distrofico, umbrico",,,,,media cascalhenta,,,,,"CAMBISSOLO, HAPLICO, Ta Distrofico, umbrico - CXvd 9"
CXve 13,pedregosa,,ondulado,0.38800000000000007,,,,0,,,,0,,,,0,,,,0,0.38800000000000007,"CAMBISSOLO, HAPLICO, Ta Eutrofico, tipico",,,,,media cascalhenta,,,,,"CAMBISSOLO, HAPLICO, Ta Eutrofico, tipico - CXve 13"
CXve 14, ,,ondulado,0.679,,,,0,,,,0,,,,0,,,,0,0.679,"CAMBISSOLO, HAPLICO, Ta Eutrofico, tipico",,,,,media cascalhenta,,,,,"CAMBISSOLO, HAPLICO, Ta Eutrofico, tipico - CXve 14"
CXve 26,pedregosa,,forte ondulado,0.38800000000000007,,,,0,,,,0,,,,0,,,,0,0.38800000000000007,"CAMBISSOLO, HAPLICO, Ta Eutrofico, tipico",,,,,media cascalhenta,,,,,"CAMBISSOLO, HAPLICO, Ta Eutrofico, tipico - CXve 26"
CXve 4,pedregosa,,suave ondulado,0.38800000000000007,,,,0,,,,0,,,,0,,,,0,0.38800000000000007,"CAMBISSOLO, HAPLICO, Ta Eutrofico, tipico",,,,,media cascalhenta,,,,,"CAMBISSOLO, HAPLICO, Ta Eutrofico, tipico - CXve 4"
CXve 8,pedregosa,,ondulado,0.38800000000000007,,,,0,,,,0,,,,0,,,,0,0.38800000000000007,"CAMBISSOLO, HAPLICO, Ta Eutrofico, tipico",,,,,media cascalhenta,,,,,"CAMBISSOLO, HAPLICO, Ta Eutrofico, tipico - CXve 8"
CXvd 10,pedregosa,,forte ondulado,0.737,,,,0,,,,0,,,,0,,,,0,0.737,"CAMBISSOLO, HAPLICO, Ta Distrofico, umbrico",,,,,media cascalhenta/argilosa,,,,,"CAMBISSOLO, HAPLICO, Ta Distrofico, umbrico - CXvd 10"
CXve 23,pedregosa,,ondulado,0.679,,,,0,,,,0,,,,0,,,,0,0.679,"CAMBISSOLO, HAPLICO, Ta Eutrofico, tipico",,,,,media com cascalho,,,,,"CAMBISSOLO, HAPLICO, Ta Eutrofico, tipico - CXve 23"
CXve 3,pedregosa,,suave ondulado,0.679,,,,0,,,,0,,,,0,,,,0,0.679,"CAMBISSOLO, HAPLICO, Ta Eutrofico, tipico",,,,,media com cascalho,,,,,"CAMBISSOLO, HAPLICO, Ta Eutrofico, tipico - CXve 3"
CXve 5, ,,ondulado,0.97,,,,0,,,,0,,,,0,,,,0,0.97,"CAMBISSOLO, HAPLICO, Ta Eutrofico, tipico",,,,,media com cascalho,,,,,"CAMBISSOLO, HAPLICO, Ta Eutrofico, tipico - CXve 5"
CXve 7,pedregosa,,ondulado,0.679,,,,0,,,,0,,,,0,,,,0,0.679,"CAMBISSOLO, HAPLICO, Ta Eutrofico, tipico",,,,,media com cascalho,,,,,"CAMBISSOLO, HAPLICO, Ta Eutrofico, tipico - CXve 7"
CXve 6, ,,suave ondulado,1.34,,,,0,,,,0,,,,0,,,,0,1.34,"CAMBISSOLO, HAPLICO, Ta Eutrofico, tipico",,,,,media com cascalho/argilosa,,,,,"CAMBISSOLO, HAPLICO, Ta Eutrofico, tipico - CXve 6"
CHd 2,pedregosa,,forte ondulado,0.9380000000000002,,,,0,,,,0,,,,0,,,,0,0.9380000000000002,"CAMBISSOLO, HUMICO, Distrofico, tipico",,,,,media/argilosa,,,,,"CAMBISSOLO, HUMICO, Distrofico, tipico - CHd 2"
CXvd 6, ,,suave ondulado,1.34,,,,0,,,,0,,,,0,,,,0,1.34,"CAMBISSOLO, HAPLICO, Ta Distrofico, umbrico",,,,,media/argilosa,,,,,"CAMBISSOLO, HAPLICO, Ta Distrofico, umbrico - CXvd 6"
CXvd 8,pedregosa,,forte ondulado,0.9380000000000002,,,,0,,,,0,,,,0,,,,0,0.9380000000000002,"CAMBISSOLO, HAPLICO, Ta Distrofico, umbrico",,,,,media/argilosa,,,,,"CAMBISSOLO, HAPLICO, Ta Distrofico, umbrico - CXvd 8"
CXve 15, ,,moderadamente ondulado,1.34,,,,0,,,,0,,,,0,,,,0,1.34,"CAMBISSOLO, HAPLICO, Ta Eutrofico, tipico",,,,,media/argilosa,,,,,"CAMBISSOLO, HAPLICO, Ta Eutrofico, tipico - CXve 15"
CXve 16, ,,ondulado,1.34,,,,0,,,,0,,,,0,,,,0,1.34,"CAMBISSOLO, HAPLICO, Ta Eutrofico, tipico",,,,,media/argilosa,,,,,"CAMBISSOLO, HAPLICO, Ta Eutrofico, tipico - CXve 16"
CXve 28,pedregosa,,ondulado,0.9380000000000002,,,,0,,,,0,,,,0,,,,0,0.9380000000000002,"CAMBISSOLO, HAPLICO, Ta Eutrofico, tipico",,,,,media/argilosa,,,,,"CAMBISSOLO, HAPLICO, Ta Eutrofico, tipico - CXve 28"
CXve 29,pedregosa,,forte ondulado,0.9380000000000002,,,,0,,,,0,,,,0,,,,0,0.9380000000000002,"CAMBISSOLO, HAPLICO, Ta Eutrofico, tipico",,,,,media/argilosa,,,,,"CAMBISSOLO, HAPLICO, Ta Eutrofico, tipico - CXve 29"
CXbe 2, ,,ondulado,1.139,,,,0,,,,0,,,,0,,,,0,1.139,"CAMBISSOLO, HAPLICO, Tb Eutrofico, tipico",,,,,media/argilosa cascalhenta,,,,,"CAMBISSOLO, HAPLICO, Tb Eutrofico, tipico - CXbe 2"
CXvd 7,pedregosa,,ondulado,0.9380000000000002,,,,0,,,,0,,,,0,,,,0,0.9380000000000002,"CAMBISSOLO, HAPLICO, Ta Distrofico, umbrico",,,,,media/muito argilosa,,,,,"CAMBISSOLO, HAPLICO, Ta Distrofico, umbrico - CXvd 7"
MTf 4, ,,forte ondulado,1.47,,,,0,,,,0,,,,0,,,,0,1.47,"CHERNOSSOLO, ARGILUVICO, Ferrico, tipico",,,,,argilosa,,,,,"CHERNOSSOLO, ARGILUVICO, Ferrico, tipico - MTf 4"
MTf 1,pedregosa,,forte ondulado,1.19,,,,0,,,,0,,,,0,,,,0,1.19,"CHERNOSSOLO, ARGILUVICO, Ferrico, tipico",,,,,argilosa/muito argilosa,,,,,"CHERNOSSOLO, ARGILUVICO, Ferrico, tipico - MTf 1"
MXo 2,pedregosa,,ondulado,0.8820000000000001,,,,0,,,,0,,,,0,,,,0,0.8820000000000001,"CHERNOSSOLO, HAPLICO, Ortico, tipico",,,,,media,,,,,"CHERNOSSOLO, HAPLICO, Ortico, tipico - MXo 2"
MXo 1,pedregosa,,montanhoso,0.5040000000000001,,,,0,,,,0,,,,0,,-,,0,0.5040000000000001,"CHERNOSSOLO, HAPLICO, Ortico, leptico",,,,"AFLORAMENTOS DE ROCHA, alico e distrofico, tipico",media cascalhenta,,,,,"CHERNOSSOLO, HAPLICO, Ortico, leptico - MXo 1"
MTf 3,pedregosa,,forte ondulado,1.029,,,,0,,,,0,,,,0,,,,0,1.029,"CHERNOSSOLO, ARGILUVICO, Ferrico, tipico",,,,,media com cascalho/argilosa,,,,,"CHERNOSSOLO, ARGILUVICO, Ferrico, tipico - MTf 3"
MTo 3,epipedregosa,,forte ondulado,1.2495,,,,0,,,,0,,,,0,,,,0,1.2495,"CHERNOSSOLO, ARGILUVICO, Ortico, tipico",,,,,media com cascalho/argilosa com cascalho,,,,,"CHERNOSSOLO, ARGILUVICO, Ortico, tipico - MTo 3"
MTo 1, ,,forte ondulado,1.47,,,,0,,,,0,,,,0,,,,0,1.47,"CHERNOSSOLO, ARGILUVICO, Ortico, tipico",,,,,media/argilosa,,,,,"CHERNOSSOLO, ARGILUVICO, Ortico, tipico - MTo 1"
MTo 2,pedregosa,,forte ondulado,1.029,,,,0,,,,0,,,,0,,plano,,0,1.029,"CHERNOSSOLO, ARGILUVICO, Ortico, tipico",,,,"GLEISSOLOS, alico e distrofico, latossolico e nao latossolico",media/argilosa,,,,argilosa,"CHERNOSSOLO, ARGILUVICO, Ortico, tipico - MTo 2"
MTf 2,pedregosa,,forte ondulado,1.029,,,,0,,,,0,,,,0,,,,0,1.029,"CHERNOSSOLO, ARGILUVICO, Ferrico, tipico",,,,,media/muito argilosa,,,,,"CHERNOSSOLO, ARGILUVICO, Ferrico, tipico - MTf 2"
NBal 1, ,,suave ondulado,1.17,,,,0,,,,0,,,,0,,,,0,1.17,"NITOSSOLO, BRUNO, Alitico, humico",,,,,argilosa,,,,,"NITOSSOLO, BRUNO, Alitico, humico - NBal 1"
NBal 2, ,,ondulado,1.17,,,,0,,,,0,,,,0,,,,0,1.17,"NITOSSOLO, BRUNO, Alitico, humico",,,,,argilosa,,,,,"NITOSSOLO, BRUNO, Alitico, humico - NBal 2"
NVal 1, ,,suave ondulado,1.31,,,,0,,,,0,,,,0,,,,0,1.31,"NITOSSOLO, VERMELHO, Alitico, humico",,,,,argilosa/muito argilosa,,,,,"NITOSSOLO, VERMELHO, Alitico, humico - NVal 1"
NVal 2,pedregosa,,montanhoso,0.917,,,,0,,,,0,,,,0,,plano,,0,0.917,"NITOSSOLO, VERMELHO, Alitico, tipico",,,,"GLEISSOLOS, alico e distrofico, latossolico e nao latossolico",argilosa/muito argilosa,,,,argilosa,"NITOSSOLO, VERMELHO, Alitico, tipico - NVal 2"
NVd, ,,suave ondulado,1.31,,,,0,,,,0,,,,0,,,,0,1.31,"NITOSSOLO, VERMELHO, Distrofico, umbrico",,,,,argilosa/muito argilosa,,,,,"NITOSSOLO, VERMELHO, Distrofico, umbrico - NVd"
PVAa, ,,suave ondulado,1.3,,,,0,,,,0,,,,0,,,,0,1.3,"ARGISSOLO, VERMELHO-AMARELO, Aluminico, tipico",,,,,argilosa,,,,,"ARGISSOLO, VERMELHO-AMARELO, Aluminico, tipico - PVAa"
PVAe 4, ,,suave ondulado,1.3,,,,0,,,,0,,,,0,,,,0,1.3,"ARGISSOLO, VERMELHO-AMARELO, Eutrofico, tipico",,,,,argilosa,,,,,"ARGISSOLO, VERMELHO-AMARELO, Eutrofico, tipico - PVAe 4"
PVal 12, ,,ondulado,1.8,,,,0,,,,0,,,,0,,,,0,1.8,"ARGISSOLO, VERMELHO, Alitico, tipico",,,,,argilosa,,,,,"ARGISSOLO, VERMELHO, Alitico, tipico - PVal 12"
PBACal 1, ,,suave ondulado,1.8,,,,0,,,,0,,,,0,,,,0,1.8,"ARGISSOLO, BRUNO-ACINZENTADO, Alitico, abruptico",,,,,argilosa/muito argilosa,,,,,"ARGISSOLO, BRUNO-ACINZENTADO, Alitico, abruptico - PBACal 1"
PBACal 2, ,,moderadamente ondulado,1.8,,,,0,,,,0,,,,0,,,,0,1.8,"ARGISSOLO, BRUNO-ACINZENTADO, Alitico, abruptico",,,,,argilosa/muito argilosa,,,,,"ARGISSOLO, BRUNO-ACINZENTADO, Alitico, abruptico - PBACal 2"
PBACal 6, ,,suave ondulado,1.8,,,,0,,,,0,,,,0,,,,0,1.8,"ARGISSOLO, BRUNO-ACINZENTADO, Alitico, umbrico",,,,,argilosa/muito argilosa,,,,,"ARGISSOLO, BRUNO-ACINZENTADO, Alitico, umbrico - PBACal 6"
PVAal 1, ,,ondulado,1.8,,,,0,,,,0,,,,0,,,,0,1.8,"ARGISSOLO, VERMELHO-AMARELO, Alitico, abruptico",,,,,argilosa/muito argilosa,,,,,"ARGISSOLO, VERMELHO-AMARELO, Alitico, abruptico - PVAal 1"
PVal 6, ,,suave ondulado,1.8,,,,0,,,,0,,,,0,,,,0,1.8,"ARGISSOLO, VERMELHO, Alitico, abruptico",,,,,argilosa/muito argilosa,,,,,"ARGISSOLO, VERMELHO, Alitico, abruptico - PVal 6"
PVal 2, ,,suave ondulado,1.3430000000000002,,,,0,,,,0,,,,0,,,,0,1.3430000000000002,"ARGISSOLO, VERMELHO, Alitico, abruptico",,,,,media cascalhenta/muito argilosa,,,,,"ARGISSOLO, VERMELHO, Alitico, abruptico - PVal 2"
PVal 10,pedregosa,,suave ondulado,1.106,,,,0,,,,0,,,,0,,,,0,1.106,"ARGISSOLO, VERMELHO, Alitico, tipico",,,,,media com cascalho/argilosa,,,,,"ARGISSOLO, VERMELHO, Alitico, tipico - PVal 10"
PVd 3, ,,moderadamente ondulado,1.3,,,,0,,,,0,,,,0,,,,0,1.3,"ARGISSOLO, VERMELHO, Distrofico, tipico",,,,,argilosa,,,,,"ARGISSOLO, VERMELHO, Distrofico, tipico - PVd 3"
PVd 4, ,,moderadamente ondulado,1.3,,,,0,,,,0,,,,0,,,,0,1.3,"ARGISSOLO, VERMELHO, Distrofico, tipico",,,,,argilosa,,,,,"ARGISSOLO, VERMELHO, Distrofico, tipico - PVd 4"
PVe 3, ,,ondulado,1.3,,,,0,,,,0,,,,0,,,,0,1.3,"ARGISSOLO, VERMELHO, Eutrofico, tipico",,,,,argilosa,,,,,"ARGISSOLO, VERMELHO, Eutrofico, tipico - PVe 3"
PBACa 1, ,,moderadamente ondulado,1.3,,,,0,,,,0,,,,0,,,,0,1.3,"ARGISSOLO, BRUNO-ACINZENTADO, Aluminico, tipico",,,,,argilosa/muito argilosa,,,,,"ARGISSOLO, BRUNO-ACINZENTADO, Aluminico, tipico - PBACa 1"
PBACa 2, ,,moderadamente ondulado,1.3,,,,0,,,,0,,,,0,,,,0,1.3,"ARGISSOLO, BRUNO-ACINZENTADO, Aluminico, tipico",,,,,argilosa/muito argilosa,,,,,"ARGISSOLO, BRUNO-ACINZENTADO, Aluminico, tipico - PBACa 2"
PBACal 4, ,,ondulado,1.58,,,,0,,,,0,,,,0,,,,0,1.58,"ARGISSOLO, BRUNO-ACINZENTADO, Alitico, abruptico",,,,,media/argilosa,,,,,"ARGISSOLO, BRUNO-ACINZENTADO, Alitico, abruptico - PBACal 4"
PBACal 5, ,,suave ondulado,1.58,,,,0,,,,0,,,,0,,,,0,1.58,"ARGISSOLO, BRUNO-ACINZENTADO, Alitico, umbrico",,,,,media/argilosa,,,,,"ARGISSOLO, BRUNO-ACINZENTADO, Alitico, umbrico - PBACal 5"
PVAal 2, ,,suave ondulado,1.58,,,,0,,,,0,,,,0,,,,0,1.58,"ARGISSOLO, VERMELHO-AMARELO, Alitico, abruptico",,,,,media/argilosa,,,,,"ARGISSOLO, VERMELHO-AMARELO, Alitico, abruptico - PVAal 2"
PVal 13, ,,forte ondulado,1.58,,,,0,,,,0,,,,0,,,,0,1.58,"ARGISSOLO, VERMELHO, Alitico, tipico",,,,,media/argilosa,,,,,"ARGISSOLO, VERMELHO, Alitico, tipico - PVal 13"
PVal 5, ,,ondulado,1.58,,,,0,,,,0,,,,0,,,,0,1.58,"ARGISSOLO, VERMELHO, Alitico, abruptico",,,,,media/argilosa,,,,,"ARGISSOLO, VERMELHO, Alitico, abruptico - PVal 5"
